prod_year,mileage,cylinders,airbags,levyI,manufacturerI,modelI,categoryI,leather_interiorI,fuel_typeI,engine_volumeI,gear_box_typeI,drive_wheelsI,doorsI,wheelI,colorI,price
0.0,7.869675759165397E-5,0.2,0.0,0.0,0.8125,0.3769666456891127,1.0,0.0,0.0,0.12264150943396226,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,7.564383068113012E-6
0.04938271604938271,3.2130628839196E-5,0.2,0.0,0.0,0.03125,0.42542479546884837,0.0,0.0,0.0,0.12264150943396226,0.0,1.0,0.0,0.0,0.06666666666666667,0.004529925098543195
0.1728395061728395,4.656612875245797E-5,0.2,0.0,0.0,0.609375,0.29515418502202645,0.1,1.0,0.0,0.1792452830188679,0.6666666666666666,0.5,0.5,0.0,0.4,1.2160030871805791E-4
0.1728395061728395,6.984919312868695E-5,0.2,0.0625,0.0,0.75,0.4537444933920705,0.2,1.0,0.0,0.660377358490566,0.6666666666666666,1.0,0.0,0.0,0.8,1.1897748242810918E-5
0.1728395061728395,1.1641532188114492E-4,0.2,0.0,0.0,0.75,0.45248584015103843,0.2,1.0,0.0,0.20754716981132074,0.6666666666666666,1.0,0.0,0.0,0.7333333333333333,5.960277713970454E-4
0.30864197530864196,2.3283064376228985E-5,0.2,0.0,0.0,0.625,0.17558212712397736,0.1,1.0,0.0,0.05660377358490566,0.6666666666666666,0.5,0.5,0.0,0.4,2.0260382790473545E-4
0.32098765432098764,5.3178519035307E-7,0.4666666666666667,0.75,0.9032258064516129,0.046875,0.05034612964128383,0.4,0.0,0.0,0.49056603773584906,0.0,1.0,0.5,0.0,0.3333333333333333,0.0024437518747031026
0.4567901234567901,1.1915713554208965E-4,0.4666666666666667,0.625,0.0,0.1875,0.6142227816236627,0.1,1.0,0.6666666666666666,0.05660377358490566,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.5166778111442673E-5
0.4691358024691358,1.746229828217174E-5,0.2,0.0,0.0,0.390625,0.1038388923851479,0.0,1.0,0.0,0.02830188679245283,0.6666666666666666,1.0,0.0,0.0,0.8,1.9002186410802487E-4
0.48148148148148145,4.563480617740881E-5,0.2,0.3125,0.0,0.390625,0.42164883574575207,0.0,1.0,0.0,0.02830188679245283,0.6666666666666666,1.0,0.0,0.0,0.8666666666666667,4.9377555806426144E-5
0.48148148148148145,3.048568034101542E-4,0.2,0.0,0.0,0.75,0.29767149150409067,0.7000000000000001,1.0,0.0,0.29245283018867924,0.6666666666666666,1.0,0.5,0.0,0.26666666666666666,5.69799508497558E-5
0.5061728395061729,0.0,0.2,0.0,0.0,0.390625,0.4241661422278163,0.0,1.0,0.0,0.6037735849056604,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,4.3675759523928896E-5
0.5061728395061729,5.1740091318143574E-5,0.2,0.0,0.0,0.140625,0.9414726242920076,0.30000000000000004,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.7333333333333333,1.0259432110973376E-4
0.5308641975308641,1.3737007981975101E-5,0.13333333333333333,0.0625,0.0,0.328125,0.3908118313404657,0.1,1.0,0.0,0.5849056603773585,0.6666666666666666,0.5,0.5,0.0,0.26666666666666666,0.0011920555427940907
0.5432098765432098,4.656612875245797E-7,0.2,0.0,0.0,0.390625,0.08747640025173066,0.1,1.0,0.0,0.02830188679245283,0.6666666666666666,0.5,0.0,0.0,0.26666666666666666,6.458234589308547E-5
0.5555555555555556,4.034116866082939E-5,0.2,0.0,0.0,0.609375,0.42668344870988045,0.0,1.0,0.0,0.05660377358490566,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,2.847096943726958E-5
0.5679012345679012,6.984919312868695E-7,0.2,0.0,0.0,0.625,0.13593455003146634,0.1,1.0,0.0,0.05660377358490566,0.6666666666666666,0.5,0.0,0.0,0.7333333333333333,1.6090469109207226E-4
0.5679012345679012,1.3224780565698063E-4,0.2,0.0,0.0,0.03125,0.18124606670862178,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,1.596122839347062E-4
0.5679012345679012,5.174013788427233E-4,0.2,0.0625,0.0,0.03125,0.29641283826305853,0.5,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.0,1.6341348145637106E-4
0.5802469135802468,0.0,0.2,0.0,0.0,0.140625,0.03272498426683449,0.4,1.0,0.0,0.018867924528301886,0.6666666666666666,0.0,0.5,0.0,0.4,7.598593845807996E-5
0.5802469135802468,1.2107193475639072E-4,0.4666666666666667,0.0,0.0,0.03125,0.8816865953429831,0.0,0.0,0.0,0.4811320754716981,0.0,1.0,0.0,0.0,0.06666666666666667,4.171814280027151E-4
0.5925925925925926,1.648440957837012E-4,0.2,0.375,0.0,0.625,0.13593455003146634,0.6000000000000001,1.0,0.6666666666666666,0.05660377358490566,0.6666666666666666,0.5,0.0,0.0,0.4,2.6220660504443997E-4
0.6049382716049383,0.0,0.2,0.0,0.0,0.390625,0.1038388923851479,0.0,1.0,0.0,0.8018867924528301,0.6666666666666666,1.0,0.0,0.0,0.8666666666666667,9.49919260664041E-5
0.6049382716049383,6.406567993763167E-6,0.2,0.0,0.0,0.03125,0.23914411579609818,0.6000000000000001,1.0,0.16666666666666666,0.05660377358490566,0.6666666666666666,1.0,0.0,0.0,0.8666666666666667,1.430010507650309E-4
0.6049382716049383,6.4261257678392E-5,0.2,0.125,0.0,0.03125,0.6979232221522971,0.1,1.0,0.16666666666666666,0.5188679245283019,0.6666666666666666,0.5,0.5,0.0,0.0,5.960277713970454E-4
0.6049382716049383,6.984919312868695E-5,0.2,0.0,0.0,0.390625,0.15229704216488357,0.0,1.0,0.0,0.03773584905660377,0.6666666666666666,1.0,0.0,0.0,0.26666666666666666,8.339827362532638E-5
0.6049382716049383,8.800998334214556E-5,0.2,0.25,0.0,0.1875,0.1290119572057898,0.5,1.0,0.0,0.24528301886792453,0.6666666666666666,0.0,0.0,0.0,0.26666666666666666,2.383730965836015E-4
0.6049382716049383,1.0348018263628715E-4,0.3333333333333333,0.0625,0.0,0.078125,0.10446821900566394,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.1399791367472826E-4
0.6049382716049383,1.396983862573739E-4,0.2,0.0,0.0,0.046875,0.8974197608558843,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.2,2.2769173154772332E-5
0.6049382716049383,2.1219253549920047E-4,0.3333333333333333,0.25,0.0,0.078125,0.07677784770295784,0.0,1.0,0.16666666666666666,0.05660377358490566,0.6666666666666666,1.0,0.0,0.0,0.26666666666666666,1.063955186313986E-4
0.6172839506172839,0.0,0.2,0.0,0.0,0.03125,0.18124606670862178,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,1.6090469109207226E-4
0.6172839506172839,5.7489145573922035E-5,0.2,0.0,0.0,0.140625,0.7180616740088106,0.2,0.0,0.0,0.018867924528301886,0.6666666666666666,0.0,0.5,0.0,0.26666666666666666,9.49919260664041E-5
0.6172839506172839,9.359791879244052E-5,0.13333333333333333,0.0,0.0,0.859375,0.4971680302076778,0.4,1.0,0.0,0.5849056603773585,0.6666666666666666,0.0,0.5,0.0,0.26666666666666666,7.598593845807996E-5
0.6296296296296295,0.0,0.2,0.0,0.0,0.390625,0.2970421648835746,0.0,1.0,0.0,0.03773584905660377,0.6666666666666666,0.0,0.0,0.0,0.26666666666666666,3.0371568198101994E-5
0.6296296296296295,5.17349690439808E-7,0.2,0.125,0.0,0.25,0.20453115166771557,0.0,1.0,0.0,0.02830188679245283,0.6666666666666666,0.0,0.0,0.0,0.0,3.7973963241431656E-5
0.6296296296296295,8.428934965482417E-6,0.2,0.0,0.0,0.390625,0.15229704216488357,0.0,1.0,0.0,0.8018867924528301,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,1.1399791367472826E-4
0.6296296296296295,3.0046794577523505E-5,0.2,0.0,0.0,0.859375,0.49779735682819387,0.1,0.0,0.0,0.8113207547169811,0.6666666666666666,0.5,0.5,0.0,0.4,2.1453958812276303E-4
0.6296296296296295,4.656612875245797E-5,0.2,0.0,0.0,0.046875,0.009439899307740718,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,1.9002186410802487E-4
0.6296296296296295,5.1740091318143574E-5,0.3333333333333333,0.125,0.0,0.078125,0.10446821900566394,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.4,1.0723178208616486E-4
0.6296296296296295,1.1039199312701448E-4,0.2,0.0,0.0,0.03125,0.18124606670862178,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.13333333333333333,5.317875332809097E-5
0.6296296296296295,1.396983862573739E-4,0.3333333333333333,0.0,0.0,0.078125,0.49087476400251734,0.0,0.0,0.0,0.0660377358490566,0.6666666666666666,1.0,0.0,0.0,0.2,2.3943743188966764E-4
0.6296296296296295,1.629814506336029E-4,0.2,0.6875,0.0,0.390625,0.2970421648835746,0.2,1.0,0.0,0.02830188679245283,0.6666666666666666,0.0,0.0,0.0,0.2,5.956476516448789E-5
0.6419753086419753,0.0,0.2,0.0,0.0,0.390625,0.1038388923851479,0.0,1.0,0.0,0.07547169811320754,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,1.3300390128305242E-4
0.6419753086419753,2.286862583033211E-6,0.2,0.0625,0.0,0.046875,0.009439899307740718,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.4666666666666667,1.5200988889137656E-4
0.6419753086419753,5.1740091318143574E-5,0.4,0.0625,0.0,0.046875,0.9383259911894274,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,2.741423652624676E-4
0.6419753086419753,1.0896474128075165E-4,0.2,0.0,0.0,0.140625,0.03272498426683449,0.0,1.0,0.6666666666666666,0.018867924528301886,0.6666666666666666,0.0,0.0,0.0,0.06666666666666667,8.936615373434016E-5
0.6419753086419753,1.6856938608389785E-4,0.2,0.25,0.0,0.1875,0.031466331025802395,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,1.2920270376138757E-4
0.6419753086419753,0.00517401425408852,0.2,0.0,0.0,0.046875,0.009439899307740718,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.5,0.0,0.06666666666666667,2.09027851716349E-4
0.6419753086419753,0.00589007791406013,0.2,0.0,0.0,0.625,0.13593455003146634,0.4,1.0,0.0,0.018867924528301886,0.6666666666666666,0.5,0.5,0.0,0.4,1.1399791367472826E-4
0.654320987654321,0.0,0.2,0.0,0.0,0.046875,0.009439899307740718,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,1.6687257120108603E-4
0.654320987654321,0.0,0.2,0.0,0.0,0.109375,0.012586532410320957,0.0,1.0,0.0,0.03773584905660377,0.6666666666666666,0.0,0.0,0.0,0.06666666666666667,1.7877031944389698E-4
0.654320987654321,0.0,0.2,0.125,0.0,0.03125,0.18124606670862178,0.0,1.0,0.0,0.018867924528301886,0.6666666666666666,0.0,0.0,0.0,0.0,1.3680509880471724E-4
0.654320987654321,0.0,0.2,0.125,0.0,0.1875,0.01510383889238515,0.0,1.0,0.0,0.6037735849056604,0.6666666666666666,0.0,0.0,0.0,0.06666666666666667,2.6570370676437164E-5
0.654320987654321,0.0,0.3333333333333333,0.25,0.0,0.03125,0.6356198867212084,0.0,1.0,0.6666666666666666,0.4716981132075472,0.6666666666666666,1.0,0.0,0.0,0.7333333333333333,1.3110330252221998E-4
0.654320987654321,4.656612875245797E-7,0.3333333333333333,0.0,0.0,0.125,0.22844556324732537,0.1,1.0,0.16666666666666666,0.4811320754716981,0.6666666666666666,0.5,0.0,0.0,0.13333333333333333,2.383730965836015E-4
0.654320987654321,4.656612875245797E-7,0.3333333333333333,0.125,0.0,0.078125,0.03524229074889868,0.0,0.0,0.0,0.3113207547169811,0.6666666666666666,1.0,0.0,0.0,0.0,6.556305485367499E-4
0.654320987654321,2.1010637293109036E-6,0.4666666666666667,0.6875,0.8835125448028673,0.265625,0.09691629955947137,0.1,0.0,0.0,0.2358490566037736,0.6666666666666666,0.5,0.0,0.0,0.0,1.1916754230419243E-4
0.654320987654321,5.173962565685605E-6,0.2,0.0,0.0,0.203125,0.045940843297671494,0.1,1.0,0.16666666666666666,0.2641509433962264,0.6666666666666666,0.5,0.5,0.0,0.3333333333333333,3.3374514240217207E-4
0.654320987654321,5.173962565685605E-6,0.2,0.1875,0.0,0.1875,0.01510383889238515,0.0,1.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.6,1.4060629632638207E-4
0.654320987654321,4.656612875245797E-5,0.2,0.0625,0.0,0.140625,0.03272498426683449,0.2,1.0,0.0,0.018867924528301886,0.6666666666666666,0.0,0.0,0.0,0.0,2.97975873723306E-4
0.654320987654321,5.1740091318143574E-5,0.2,0.0,0.0,0.046875,0.009439899307740718,0.6000000000000001,1.0,0.16666666666666666,0.009433962264150943,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,3.5757865086301057E-4
0.654320987654321,5.1740091318143574E-5,0.2,0.125,0.0,0.203125,0.8162366268093141,0.1,1.0,0.16666666666666666,0.2641509433962264,0.0,0.5,0.0,0.0,0.0,1.9070607966192453E-4
0.654320987654321,5.72763383655233E-5,0.3333333333333333,0.0,0.0,0.03125,0.38892385147891756,0.0,0.0,0.6666666666666666,0.2830188679245283,0.6666666666666666,1.0,0.0,0.0,0.0,3.5757865086301057E-4
0.654320987654321,5.72763383655233E-5,0.3333333333333333,0.0,0.0,0.203125,0.045940843297671494,0.1,1.0,0.0,0.0660377358490566,0.6666666666666666,0.5,0.5,0.0,0.13333333333333333,2.97975873723306E-4
0.654320987654321,7.823109630412939E-5,0.2,0.125,0.0,0.046875,0.8980490874764003,0.0,1.0,0.16666666666666666,0.1509433962264151,0.6666666666666666,1.0,0.0,0.0,0.4,2.1442555219711306E-4
0.654320987654321,1.192092896062924E-4,0.3333333333333333,0.0,0.0,0.078125,0.10446821900566394,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,2.2803383932467318E-4
0.654320987654321,1.2200325733143988E-4,0.2,0.0,0.0,0.125,0.11327879169288861,0.4,1.0,0.0,0.20754716981132074,0.6666666666666666,0.0,0.5,0.0,0.0,9.49919260664041E-5
